Id.x,SpCode,DBH,StreetName,StreetNumber,City,Botanic Name,Common Name,Tree Type
9936,PLAC,4,CAMINO VERDE,1435,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9937,PLAC,3,CAMINO VERDE,1425,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9938,PLAC,4,ORLANDO CT,1524,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9939,PLAC,2,CAMINO VERDE,1405,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9940,PLAC,3,CAMINO VERDE,1524,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9941,PLAC,5,CAMINO VERDE,1524,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9942,PLAC,4,CAMINO VERDE,1523,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9943,PLAC,4,CAMINO VERDE,1513,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9944,PLAC,4,CAMINO VERDE,1607,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
9945,PLAC,5,CAMINO VERDE,1623,Walnut Creek,Platanus x acerifolia,London plane tree,BDL
